trade_id,market_id,market_title,signal_time,entry_price,model_p,direction,size_usd,size_factor,edge_pp,ensemble_spread,confidence_score,resolution_date,metric,threshold,threshold_high,weather_direction,lat,lon,location_tz,actual_outcome,resolved_at,pnl_usd,brier_score,cumulative_pnl,cumulative_brier,raw_p,model_breakdown_json
79ebe617,0xc19ba0464611611f64558480bbb340c98885131b0b8a0177cb4f56915e03c28e,Highest temperature in Miami on June 1? - Will the highest temperature in Miami be between 86-87°F on June 1?,2026-05-31T09:17:35.840592+00:00,0.053,0.40947128146915657,YES,6.17,0.247,0.3565,0.1503780421323391,0.621,2026-06-01T12:00:00+00:00,temperature_2m_max,30.0,30.555555555555557,range,25.77427,-80.19366,,0,2026-06-01T12:03:30.350592+00:00,-0.327,0.1677,2724.9148,39.8516,,
a782d78b,0x304df128a54337b1daeec77a1489f8fb7cd78610042c6a46575600e85a0323cf,Highest temperature in Miami on June 1? - Will the highest temperature in Miami be between 92-93°F on June 1?,2026-05-31T09:17:37.871829+00:00,0.265,0.36262870927660695,YES,9.35,0.374,0.0976,0.12475308127615682,0.673,2026-06-01T12:00:00+00:00,temperature_2m_max,33.333333333333336,33.888888888888886,range,25.77427,-80.19366,,0,2026-06-01T12:03:30.350592+00:00,-2.4777,0.1315,2722.4371,39.9831,,
564d9377,0xad3c1f85d16a33703ea3087b8c5b8eb4f2df072bfb9df132786816f29dcf30b9,Highest temperature in Atlanta on June 2? - Will the highest temperature in Atlanta be between 88-89°F on June 2?,2026-05-31T09:18:06.162123+00:00,0.0315,0.18880086878891456,YES,21.15,0.846,0.1573,0.02080567658003702,0.811,2026-06-02T12:00:00+00:00,temperature_2m_max,31.11111111111111,31.666666666666668,range,33.749,-84.38798,,0,2026-06-02T12:00:06.187459+00:00,-21.15,0.0356,2701.2871,40.0187,,
e308b5d3,0x1492eb279319faff99353092b8453da6ac214b8a331947afb3a794d96ce0a721,Highest temperature in Dallas on June 1? - Will the highest temperature in Dallas be 94°F or higher on June 1?,2026-05-31T09:18:22.803213+00:00,0.20499999999999996,0.5920667836522021,NO,4.62,0.185,0.2029,0.1628912384247709,0.596,2026-06-01T12:00:00+00:00,temperature_2m_max,34.44444444444444,,above,32.78306,-96.80667,,1,2026-06-01T12:03:30.350592+00:00,-3.6729,0.1664,2697.6142,40.1851,,
8aecc81f,0x089ab5db4de19261ac4174a57c8304d1c9c567936b49a442a396a812f1ffd213,Highest temperature in Dallas on June 2? - Will the highest temperature in Dallas be between 90-91°F on June 2?,2026-05-31T09:18:26.296308+00:00,0.045,0.20097789096724028,YES,20.32,0.813,0.156,0.027812866726670868,0.797,2026-06-02T12:00:00+00:00,temperature_2m_max,32.22222222222222,32.77777777777778,range,32.78306,-96.80667,,0,2026-06-02T12:00:06.187459+00:00,-20.32,0.0404,2677.2942,40.2255,,
681f1e84,0xfc8b409155385eea363860046b85aacb7aaeeb32ef8d4f38f0a354c018a8c1c7,Highest temperature in Dallas on June 2? - Will the highest temperature in Dallas be 92°F or higher on June 2?,2026-05-31T09:18:26.986422+00:00,0.09999999999999998,0.7151021186445388,NO,10.78,0.431,0.1849,0.10871015399676401,0.635,2026-06-02T12:00:00+00:00,temperature_2m_max,33.333333333333336,,above,32.78306,-96.80667,,1,2026-06-02T12:00:06.187459+00:00,-10.78,0.0812,2666.5142,40.3067,,
1f004078,0x6e8bc1e89f6ba30fb3bdb403b2ff7e9281062d376ba84c49a7366be419589eb2,Highest temperature in Tel Aviv on June 1? - Will the highest temperature in Tel Aviv be 28°C on June 1?,2026-05-31T09:18:39.978459+00:00,0.595,0.14441652195427063,NO,24.85,0.994,0.2606,0.0,0.922,2026-06-01T12:00:00+00:00,temperature_2m_max,28.0,,equal,32.08088,34.78057,,0,2026-06-01T12:03:30.350592+00:00,14.7858,0.0209,2681.3,40.3276,,
2663fd8f,0x0ff0d500b4b71d9ee3fc7db38a654a8d124c28e774975935194b0da75d7e1652,Lowest temperature in Hong Kong on June 1? - Will the lowest temperature in Hong Kong be 27°C on June 1?,2026-06-01T07:01:06.383229+00:00,0.17500000000000004,0.45044019969006155,NO,9.68,0.387,0.3746,0.12268598881637567,0.74,2026-06-01T12:00:00+00:00,temperature_2m_min,27.0,,equal,22.27832,114.17469,,1,2026-06-01T12:03:30.350592+00:00,-7.986,0.302,2673.314,40.6296,,
92701cf1,0xc4976d45134f8c476a727173a22562e4f80a4f72598c53564f6d6e0855eeb45c,Highest temperature in London on June 1? - Will the highest temperature in London be 22°C on June 1?,2026-06-01T07:01:14.008132+00:00,0.525,0.23640161247653102,NO,22.35,0.894,0.2386,0.021247526315651365,0.943,2026-06-01T12:00:00+00:00,temperature_2m_max,22.0,,equal,51.50853,-0.12574,,0,2026-06-01T12:03:30.350592+00:00,11.7338,0.0559,2685.0478,40.6855,,
21892411,0x3f580144d228c12d674fc09ab4eeff09b14d79084827ce12426ee52607a9b06f,Highest temperature in London on June 2? - Will the highest temperature in London be 21°C on June 2?,2026-06-01T07:01:22.060000+00:00,0.285,0.49901149102513903,YES,0.07,0.003,0.214,0.19932664792279586,0.517,2026-06-02T12:00:00+00:00,temperature_2m_max,21.0,,equal,51.50853,-0.12574,,0,2026-06-02T12:00:06.187459+00:00,-0.07,0.249,2684.9778,40.9345,,
1ee222d6,0x2615a929195967a85c75ca300c4bfefb89831ec14cb5b9c3b6a6f8f760757eef,Highest temperature in NYC on June 1? - Will the highest temperature in New York City be between 70-71°F on June 1?,2026-06-01T07:01:34.979263+00:00,0.505,0.21391900748761955,NO,18.55,0.742,0.2811,0.051684461033362376,0.882,2026-06-01T12:00:00+00:00,temperature_2m_max,21.11111111111111,21.666666666666668,range,40.71427,-74.00597,,0,2026-06-01T12:03:30.350592+00:00,9.3678,0.0458,2694.3456,40.9803,,
5a157d68,0xdf1c93dce84502383299e21057645842cfc96b7440ef1e3b10caa75dd09f9db9,Highest temperature in NYC on June 1? - Will the highest temperature in New York City be between 72-73°F on June 1?,2026-06-01T07:01:35.686149+00:00,0.635,0.19909798121280725,NO,19.5,0.78,0.1659,0.04396121255733611,0.898,2026-06-01T12:00:00+00:00,temperature_2m_max,22.22222222222222,22.77777777777778,range,40.71427,-74.00597,,0,2026-06-01T12:03:30.350592+00:00,12.3825,0.0396,2706.7281,41.0199,,
000d9b57,0xeeffad82ba1e23146c658e80c1f78efc649c6e3f5ca0182735c0de829231e648,Highest temperature in Toronto on June 1? - Will the highest temperature in Toronto be 20°C on June 1?,2026-06-01T07:03:13.593401+00:00,0.31,0.4786983197723423,YES,1.85,0.074,0.1687,0.18519614256427736,0.615,2026-06-01T12:00:00+00:00,temperature_2m_max,20.0,,equal,43.70643,-79.39864,,0,2026-06-01T12:03:30.350592+00:00,-0.5735,0.2292,2706.1546,41.2491,,
3e5595e6,0x7a9a9296e4fbf9f1e6b2b749052545ad4b5035301f0686454184dd26838242b3,Highest temperature in Toronto on June 3? - Will the highest temperature in Toronto be 28°C or higher on June 3?,2026-06-01T07:03:31.474975+00:00,0.355,0.30579655782882076,NO,15.93,0.637,0.3392,0.06442834594546232,0.717,2026-06-03T12:00:00+00:00,temperature_2m_max,28.0,,above,43.70643,-79.39864,,0,2026-06-03T12:05:24.752696+00:00,28.9432,0.0935,2735.0978,41.3426,,
bbffd8d1,0xb1067b23b81ebcd458d2dfd0e45d31820fb45fee100fa3c30116eb252074028a,Highest temperature in Seoul on June 2? - Will the highest temperature in Seoul be 29°C on June 2?,2026-06-01T07:03:38.354189+00:00,0.6950000000000001,0.20715919453367893,NO,20.75,0.83,0.0978,0.0322585910966331,0.851,2026-06-02T12:00:00+00:00,temperature_2m_max,29.0,,equal,37.566,126.9784,,0,2026-06-02T12:00:06.187459+00:00,9.1061,0.0429,2744.2039,41.3855,,
919d1bb7,0x4e608eb6d0fe25de0549ab3956928926d3a2b219e3feaed59d4c9ef80de99169,Highest temperature in Seoul on June 2? - Will the highest temperature in Seoul be 30°C or higher on June 2?,2026-06-01T07:03:39.023577+00:00,0.2405,0.7185498650333738,YES,10.95,0.438,0.478,0.11149414582847601,0.693,2026-06-02T12:00:00+00:00,temperature_2m_max,30.0,,above,37.566,126.9784,,1,2026-06-02T12:00:06.187459+00:00,34.5801,0.0792,2778.784,41.4647,,
91bd7fc0,0x5444f5bc0aeb08667df5fabc8b48ab59b919e1add47d115b5be54284d32589cc,Highest temperature in Atlanta on June 2? - Will the highest temperature in Atlanta be between 78-79°F on June 2?,2026-06-01T07:04:11.404215+00:00,0.25,0.3893647836405494,YES,7.17,0.287,0.1394,0.1420437736503923,0.632,2026-06-02T12:00:00+00:00,temperature_2m_max,25.555555555555557,26.11111111111111,range,33.749,-84.38798,,0,2026-06-02T12:00:06.187459+00:00,-7.17,0.1516,2771.614,41.6163,,
eac4a180,0xba7e7782c1f8140cdc1e676b95ba4adf6238654b1a55592ecca5b3fdb929f325,Highest temperature in Atlanta on June 2? - Will the highest temperature in Atlanta be between 80-81°F on June 2?,2026-06-01T07:04:12.078231+00:00,0.645,0.1793630010599505,NO,20.77,0.831,0.1756,0.032048432921799444,0.852,2026-06-02T12:00:00+00:00,temperature_2m_max,26.666666666666668,27.22222222222222,range,33.749,-84.38798,,0,2026-06-02T12:00:06.187459+00:00,11.4316,0.0322,2783.0456,41.6485,,
48cff1ac,0xf6e00b06493e62fde26850fe4f05a613e5b8377ffc24ccc2a90cd1a9a182bd26,Highest temperature in Miami on June 2? - Will the highest temperature in Miami be between 90-91°F on June 2?,2026-06-01T09:04:33.317789+00:00,0.605,0.25230038428621737,NO,16.05,0.642,0.1427,0.07079381566442396,0.78,2026-06-02T12:00:00+00:00,temperature_2m_max,32.22222222222222,32.77777777777778,range,25.77427,-80.19366,,1,2026-06-02T12:00:06.187459+00:00,-16.05,0.5591,2766.9956,42.2076,,
78ba6e4b,0x5995656668cfa2035c618d1b70188607733f5469024346b0a2a46faf2fae6e3f,Lowest temperature in NYC on June 2? - Will the lowest temperature in New York City be between 52-53°F on June 2?,2026-06-02T07:03:17.265292+00:00,0.54,0.21947634975231683,NO,18.0,0.72,0.2405,0.05602627797300054,0.874,2026-06-02T12:00:00+00:00,temperature_2m_min,11.11111111111111,11.666666666666666,range,40.71427,-74.00597,,1,2026-06-02T12:00:06.187459+00:00,-18.0,0.6092,2748.9956,42.8168,,
9215e203,0xff7654b67779cd791d70b0fc4ec29b199e3b4c764eac1dc4bbc5bd950e0dbe5d,Highest temperature in London on June 3? - Will the highest temperature in London be 18°C on June 3?,2026-06-02T07:03:35.576790+00:00,0.34,0.47224175029367615,YES,2.3,0.092,0.1322,0.18137243522669816,0.553,2026-06-03T12:00:00+00:00,temperature_2m_max,18.0,,equal,51.50853,-0.12574,,0,2026-06-03T12:05:24.752696+00:00,-2.3,0.223,2746.6956,43.0398,,
74d5b6f0,0x405a0bd87daf4d093ba97fe189b0311df6e17205ba6c30cb11d01bb651b60541,Highest temperature in Paris on June 3? - Will the highest temperature in Paris be 20°C on June 3?,2026-06-02T07:32:34.584340+00:00,0.6699999999999999,0.24184902046631346,NO,21.35,0.854,0.0882,0.027642669450933723,0.862,2026-06-03T12:00:00+00:00,temperature_2m_max,20.0,,equal,48.85341,2.3488,,1,2026-06-03T12:05:24.752696+00:00,-21.35,0.5748,2725.3456,43.6146,,
7ac3d613,0xece33349a60509a44f47b9189812845ec2a17404e5aa8649cc8c039f9e43a75d,Highest temperature in Hong Kong on June 3? - Will the highest temperature in Hong Kong be 34°C or higher on June 3?,2026-06-02T07:32:58.981078+00:00,0.525,0.16011419467444982,NO,24.77,0.991,0.3149,0.0,0.917,2026-06-03T12:00:00+00:00,temperature_2m_max,34.0,,above,22.27832,114.17469,,0,2026-06-03T12:05:24.752696+00:00,22.411,0.0256,2747.7566,43.6402,,
d1ee84be,0x2597fc23a5b3a6be0b1bf6108951174adf0fcaa6dbc4b9930bfbff8a42747c85,Highest temperature in Tokyo on June 3? - Will the highest temperature in Tokyo be 23°C on June 3?,2026-06-02T07:49:23.773231+00:00,0.585,0.2634226484854619,NO,19.25,0.77,0.1516,0.04457312076190541,0.829,2026-06-03T12:00:00+00:00,temperature_2m_max,23.0,,equal,35.6895,139.69171,,0,2026-06-03T12:05:24.752696+00:00,13.656,0.0694,2761.4126,43.7096,,
466d9f54,0x6bc21bde7f216be5697038a8430870a9484bb35a3dacbbda2e52eca335e48226,Highest temperature in Seoul on June 3? - Will the highest temperature in Seoul be 26°C on June 3?,2026-06-02T09:08:48.111442+00:00,0.735,0.1385721653454094,NO,24.85,0.994,0.1264,0.0,0.922,2026-06-03T12:00:00+00:00,temperature_2m_max,26.0,,equal,37.566,126.9784,,0,2026-06-03T12:05:24.752696+00:00,8.9595,0.0192,2770.3721,43.7288,,
92b4248f,0x1f012575b3301d003a5473bb5283ad24f69e0d3033cda4894503ec529fdad108,Highest temperature in Seoul on June 3? - Will the highest temperature in Seoul be 27°C on June 3?,2026-06-02T09:08:48.768270+00:00,0.7150000000000001,0.13883634242255638,NO,24.85,0.994,0.1462,0.0,0.922,2026-06-03T12:00:00+00:00,temperature_2m_max,27.0,,equal,37.566,126.9784,,0,2026-06-03T12:05:24.752696+00:00,9.9052,0.0193,2780.2773,43.7481,,
dc8245c7,0xf447966268aca72197a9654aaea21bc69324b1491b4a7bb325c343e987333b75,Highest temperature in Miami on June 3? - Will the highest temperature in Miami be 85°F or below on June 3?,2026-06-02T09:08:58.713243+00:00,0.795,0.9230067892066033,YES,21.2,0.848,0.128,0.029445405812149696,0.863,2026-06-03T12:00:00+00:00,temperature_2m_max,29.444444444444443,,below,25.77427,-80.19366,,1,2026-06-03T12:05:24.752696+00:00,5.4667,0.0059,2785.744,43.754,,
118edac1,0x8a90e872a4e961609dcc1f6de987a51f2324e8e28f6f4129236c3c3d86d47d71,Highest temperature in Dallas on June 3? - Will the highest temperature in Dallas be between 88-89°F on June 3?,2026-06-02T09:12:54.638267+00:00,0.69,0.20444746156255234,NO,18.98,0.759,0.1056,0.04738404804731835,0.827,2026-06-03T12:00:00+00:00,temperature_2m_max,31.11111111111111,31.666666666666668,range,32.78306,-96.80667,,0,2026-06-03T12:05:24.752696+00:00,8.5272,0.0418,2794.2712,43.7958,,
630c0bfb,0xecd4fd0ed48b7df03589c819afc227bac1585cc1f206659384352b1d510de2c1,Highest temperature in Dallas on June 4? - Will the highest temperature in Dallas be between 84-85°F on June 4?,2026-06-02T09:12:57.985494+00:00,0.755,0.13263420512146062,NO,23.6,0.944,0.1124,0.0,0.852,2026-06-04T12:00:00+00:00,temperature_2m_max,28.88888888888889,29.444444444444443,range,32.78306,-96.80667,,0,2026-06-04T12:00:09.347885+00:00,7.6583,0.0176,2801.9295,43.8134,,
682d9198,0xad7b27160e26f98469f6eec5f7e2ab43b8cd5265f7b5484e264031f633ea97b6,Highest temperature in Tel Aviv on June 3? - Will the highest temperature in Tel Aviv be 31°C on June 3?,2026-06-02T09:16:05.158941+00:00,0.585,0.1855989419504273,NO,21.9,0.876,0.2294,0.023703186289005463,0.875,2026-06-03T12:00:00+00:00,temperature_2m_max,31.0,,equal,32.08088,34.78057,,0,2026-06-03T12:05:24.752696+00:00,15.5359,0.0344,2817.4654,43.8478,,
00e9c2ff,0x71d5e279741156155e91872014e7133e913340b755ab7437fd174364103957b4,Highest temperature in Tel Aviv on June 3? - Will the highest temperature in Tel Aviv be 32°C on June 3?,2026-06-02T09:16:06.577048+00:00,0.725,0.1609561968598024,NO,23.43,0.937,0.114,0.011615890884107215,0.899,2026-06-03T12:00:00+00:00,temperature_2m_max,32.0,,equal,32.08088,34.78057,,0,2026-06-03T12:05:24.752696+00:00,8.8872,0.0259,2826.3526,43.8737,,
0bf9b286,0x448fe73aad37fad95e36730579ed2e049d31006d2c58210281d9ee61facc69f0,Highest temperature in Tel Aviv on June 4? - Will the highest temperature in Tel Aviv be 35°C or higher on June 4?,2026-06-02T09:16:13.689886+00:00,0.0455,0.17514305053646873,YES,23.6,0.944,0.1296,0.0,0.852,2026-06-04T12:00:00+00:00,temperature_2m_max,35.0,,above,32.08088,34.78057,,0,2026-06-04T12:00:09.347885+00:00,-23.6,0.0307,2802.7526,43.9044,,
1583f194,0x76ea1834ce878b6ac554f0c84fe5a54ea39fcd7e7c5eeac1220772d8c006c2e8,Highest temperature in London on June 4? - Will the highest temperature in London be 19°C on June 4?,2026-06-03T07:28:24.844526+00:00,0.285,0.48448431846164397,YES,1.27,0.051,0.1995,0.18977608099422072,0.537,2026-06-04T12:00:00+00:00,temperature_2m_max,19.0,,equal,51.50853,-0.12574,,0,2026-06-04T12:00:09.347885+00:00,-1.27,0.2347,2801.4826,44.1391,,
964fa5d6,0xb8d0dc4188a6b373f9cca50ab9b1bc06502b2e2e9ef7947b936b28ec76fd4ef9,Highest temperature in NYC on June 3? - Will the highest temperature in New York City be between 78-79°F on June 3?,2026-06-03T07:28:40.959543+00:00,0.0345,0.1183704256537006,YES,25.0,1.0,0.0839,0.0,0.987,2026-06-03T12:00:00+00:00,temperature_2m_max,25.555555555555557,26.11111111111111,range,40.71427,-74.00597,,0,2026-06-03T12:05:24.752696+00:00,-25.0,0.014,2776.4826,44.1531,,
8eac6371,0x517866093f63a5ddd5322572c63963a41ca59fd0ba0f239f5d0ccce1a8a4e2a6,Highest temperature in NYC on June 3? - Will the highest temperature in New York City be between 84-85°F on June 3?,2026-06-03T07:28:45.690181+00:00,0.21,0.43797137119158513,YES,4.08,0.163,0.228,0.16736610675349997,0.652,2026-06-03T12:00:00+00:00,temperature_2m_max,28.88888888888889,29.444444444444443,range,40.71427,-74.00597,,0,2026-06-03T12:05:24.752696+00:00,-4.08,0.1918,2772.4026,44.3449,,
b0d73eff,0x0c04bf08e122f7724222f713dfbf4a363abd82380be030c9e214fdbc9dbb91bb,Highest temperature in NYC on June 3? - Will the highest temperature in New York City be 86°F or higher on June 3?,2026-06-03T07:28:46.348816+00:00,0.0305,0.19576328037026974,YES,23.88,0.955,0.1653,0.008956685895029601,0.969,2026-06-03T12:00:00+00:00,temperature_2m_max,30.0,,above,40.71427,-74.00597,,0,2026-06-03T12:05:24.752696+00:00,-23.88,0.0383,2748.5226,44.3832,,
caa34bd3,0x6ff8a52459c3bfe3fe671357158ccdfeafab3898e4e7a9c66f5ceef489060948,Lowest temperature in NYC on June 3? - Will the lowest temperature in New York City be between 64-65°F on June 3?,2026-06-03T07:28:52.322419+00:00,0.6305000000000001,0.1775586807728931,NO,21.12,0.845,0.1919,0.030955563531944414,0.925,2026-06-03T12:00:00+00:00,temperature_2m_min,17.77777777777778,18.333333333333332,range,40.71427,-74.00597,,0,2026-06-03T12:05:24.752696+00:00,12.3772,0.0315,2760.8998,44.4147,,
6c0526df,0x64e9c1371679bb0cb5e49fca73dac2b48def2a38a4089e4264be9fd91fa6320d,Highest temperature in Hong Kong on June 4? - Will the highest temperature in Hong Kong be 33°C on June 4?,2026-06-03T07:29:22.048756+00:00,0.615,0.263460944631423,NO,19.02,0.761,0.1215,0.04631185362100535,0.824,2026-06-04T12:00:00+00:00,temperature_2m_max,33.0,,equal,22.27832,114.17469,,0,2026-06-04T12:00:09.347885+00:00,11.9068,0.0694,2772.8066,44.4841,,
d0a592b1,0xec45a23edb61367d4435e4f2dbbe674c86c2b129afcdf84594994d7d4240398d,Highest temperature in Madrid on June 3? - Will the highest temperature in Madrid be 32°C on June 3?,2026-06-03T07:46:44.024408+00:00,0.5349999999999999,0.26487761122229925,NO,16.8,0.672,0.2001,0.06552522838995341,0.857,2026-06-03T12:00:00+00:00,temperature_2m_max,32.0,,equal,40.4165,-3.70256,,0,2026-06-03T12:05:24.752696+00:00,14.6019,0.0702,2787.4085,44.5543,,
821b7612,0x781f0c364ba3e681df717c9b6739ab1ecd8d3dbd7af6755a0f66502cc2fac84c,Highest temperature in Madrid on June 4? - Will the highest temperature in Madrid be 30°C on June 4?,2026-06-03T07:46:49.940936+00:00,0.7150000000000001,0.17451694310622518,NO,22.78,0.911,0.1105,0.016105072662857798,0.885,2026-06-04T12:00:00+00:00,temperature_2m_max,30.0,,equal,40.4165,-3.70256,,0,2026-06-04T12:00:09.347885+00:00,9.0801,0.0305,2796.4886,44.5848,,
4a1b4287,0x98a7b667b4f40b1584bb63a599bf49c145960e41417afb33a5423dc5665995b1,Highest temperature in Toronto on June 4? - Will the highest temperature in Toronto be 30°C or higher on June 4?,2026-06-03T08:01:40.841503+00:00,0.665,0.17938177394201205,NO,24.8,0.992,0.1556,0.0,0.918,2026-06-04T12:00:00+00:00,temperature_2m_max,30.0,,above,43.70643,-79.39864,,0,2026-06-04T12:00:09.347885+00:00,12.4932,0.0322,2808.9818,44.617,,
b9e67243,0xced27e1a58073c3393d4e6e74bf0c347ad4c24a20bda2d67e69fd6db83177bee,Highest temperature in Seoul on June 4? - Will the highest temperature in Seoul be 25°C on June 4?,2026-06-03T08:01:54.432190+00:00,0.6699999999999999,0.24035662592179907,NO,18.43,0.737,0.0896,0.05128547139592402,0.816,2026-06-04T12:00:00+00:00,temperature_2m_max,25.0,,equal,37.566,126.9784,,0,2026-06-04T12:00:09.347885+00:00,9.0775,0.0578,2818.0593,44.6748,,
53c99a72,0x926509dda42859522b0389d5ad301be1e20059caedd5cfd45b99a567d6717fe3,Highest temperature in Miami on June 4? - Will the highest temperature in Miami be between 80-81°F on June 4?,2026-06-03T08:13:30.673036+00:00,0.615,0.19657327269183156,NO,19.95,0.798,0.1884,0.039168059669065315,0.841,2026-06-04T12:00:00+00:00,temperature_2m_max,26.666666666666668,27.22222222222222,range,25.77427,-80.19366,,0,2026-06-04T12:00:09.347885+00:00,12.489,0.0386,2830.5483,44.7134,,
b01a634e,0xea37de4551203d4bbe759ee5c29ec56d681fc90a2ced24377b8a4ff767ea9723,Highest temperature in Miami on June 4? - Will the highest temperature in Miami be between 82-83°F on June 4?,2026-06-03T08:13:31.367087+00:00,0.665,0.1889026957312696,NO,20.4,0.816,0.1461,0.03545597495049688,0.848,2026-06-04T12:00:00+00:00,temperature_2m_max,27.77777777777778,28.333333333333332,range,25.77427,-80.19366,,0,2026-06-04T12:00:09.347885+00:00,10.2767,0.0357,2840.825,44.7491,,
43da9fd8,0x996336f4abc35ade051b594b3ee0d6649c72e3035ae65e0eed278c89f35af519,Highest temperature in Atlanta on June 4? - Will the highest temperature in Atlanta be between 82-83°F on June 4?,2026-06-03T08:13:57.330842+00:00,0.585,0.3197000472827223,NO,11.82,0.473,0.0953,0.10455866849838986,0.71,2026-06-04T12:00:00+00:00,temperature_2m_max,27.77777777777778,28.333333333333332,range,33.749,-84.38798,,0,2026-06-04T12:00:09.347885+00:00,8.3851,0.1022,2849.2101,44.8513,,
cf9c2aa2,0xffdadd62346467e36410e87d449c6673949992c2499ec5b1a7d53ce4552ee6bc,Highest temperature in Atlanta on June 5? - Will the highest temperature in Atlanta be between 78-79°F on June 5?,2026-06-03T08:15:18.078894+00:00,0.0345,0.16434495086669904,YES,22.0,0.88,0.1298,0.013267429719355014,0.823,2026-06-05T12:00:00+00:00,temperature_2m_max,25.555555555555557,26.11111111111111,range,33.749,-84.38798,,0,2026-06-05T12:05:27.046025+00:00,-22.0,0.027,2827.2101,44.8783,,
9e65c468,0x79d470f132bda0f52f8e251f78785cb14b80f661a0891718067101058cd10712,Highest temperature in Atlanta on June 5? - Will the highest temperature in Atlanta be between 84-85°F on June 5?,2026-06-03T08:15:21.305371+00:00,0.665,0.20863851417099238,NO,19.12,0.765,0.1264,0.03759207169323732,0.774,2026-06-05T12:00:00+00:00,temperature_2m_max,28.88888888888889,29.444444444444443,range,33.749,-84.38798,,0,2026-06-05T12:05:27.046025+00:00,9.6319,0.0435,2836.842,44.9218,,
6a3ce68c,0x13b6b3c83b4512edd0caae8b1c1c708ebb4492d7420a651508221107c9d3bbeb,Highest temperature in Atlanta on June 5? - Will the highest temperature in Atlanta be between 92-93°F on June 5?,2026-06-03T08:15:23.335795+00:00,0.0335,0.1404282316998131,YES,23.55,0.942,0.1069,0.0,0.849,2026-06-05T12:00:00+00:00,temperature_2m_max,33.333333333333336,33.888888888888886,range,33.749,-84.38798,,0,2026-06-05T12:05:27.046025+00:00,-23.55,0.0197,2813.292,44.9415,,
6752b510,0x7e4de2cd6b0e612f57e65699d8378d1100a8cd8933b1730bc1543444a8375917,Highest temperature in London on June 12? - Will the highest temperature in London be 21°C on June 12?,2026-06-10T17:12:14.803605+00:00,0.325,0.4321505385247116,YES,6.55,0.262,0.1072,0.14536770629797435,0.334,2026-06-12T12:00:00+00:00,temperature_2m_max,21.0,,equal,51.50853,-0.12574,Europe/London,1,2026-06-12T12:00:07.268395+00:00,13.6038,0.3225,2826.8958,45.264,0.24149137794040515,"{""gfs_seamless"": 0.06666666666666667, ""icon_seamless"": 0.20512820512820512, ""ecmwf_ifs025"": 0.42}"
4a16ea3f,0x2a869badaa2d0ea686ea2a5067a29634bc426540097aa92b7260e3e5a5fe7a87,Highest temperature in NYC on June 11? - Will the highest temperature in New York City be between 92-93°F on June 11?,2026-06-10T17:12:19.960386+00:00,0.69,0.18527335363321024,NO,20.5,0.82,0.1247,0.035917780152907176,0.623,2026-06-11T12:00:00+00:00,temperature_2m_max,33.333333333333336,33.888888888888886,range,40.71427,-74.00597,America/New_York,0,2026-06-12T12:00:07.268395+00:00,9.2101,0.0343,2836.1059,45.2983,0.11637934121066679,"{""gfs_seamless"": 0.06666666666666667, ""icon_seamless"": 0.15384615384615385, ""ecmwf_ifs025"": 0.1}"
65dc4e05,0x84be0dbd38c2ce4d6d83a2e54fe40cbb74dddeb097344d284dfef6ddb578f91c,Highest temperature in NYC on June 11? - Will the highest temperature in New York City be between 94-95°F on June 11?,2026-06-10T17:12:20.674099+00:00,0.64,0.276490058461104,NO,17.2,0.688,0.0835,0.062422894215654154,0.57,2026-06-11T12:00:00+00:00,temperature_2m_max,34.44444444444444,35.0,range,40.71427,-74.00597,America/New_York,0,2026-06-12T12:00:07.268395+00:00,9.675,0.0764,2845.7809,45.3747,0.17507683743652652,"{""gfs_seamless"": 0.13333333333333333, ""icon_seamless"": 0.23076923076923078, ""ecmwf_ifs025"": 0.08}"
e98a3508,0x904013cba3ddcde2e68c00201f30858344863784b76a73b9d830cc4a623d5aa0,Highest temperature in Paris on June 11? - Will the highest temperature in Paris be 19°C on June 11?,2026-06-10T17:12:28.772254+00:00,0.5549999999999999,0.21509366059073404,NO,16.48,0.659,0.2299,0.0682070785660349,0.559,2026-06-11T12:00:00+00:00,temperature_2m_max,19.0,,equal,48.85341,2.3488,Europe/Paris,0,2026-06-12T12:00:07.268395+00:00,13.2137,0.0463,2858.9946,45.421,0.06764546030339212,"{""gfs_seamless"": 0.16666666666666666, ""icon_seamless"": 0.10256410256410256, ""ecmwf_ifs025"": 0.001}"
688e7274,0x41c0c778c00e2845818d83704eae560a11c88c47d881b7dbe1f8149f60cbfcea,Highest temperature in Tokyo on June 11? - Will the highest temperature in Tokyo be 25°C on June 11?,2026-06-10T17:13:04.263066+00:00,0.635,0.2824447780327669,NO,19.5,0.78,0.0826,0.04396121255733611,0.607,2026-06-11T12:00:00+00:00,temperature_2m_max,25.0,,equal,35.6895,139.69171,Asia/Tokyo,1,2026-06-12T12:00:07.268395+00:00,-19.5,0.5149,2839.4946,45.9359,0.2211523807217827,"{""gfs_seamless"": 0.16666666666666666, ""icon_seamless"": 0.2564102564102564, ""ecmwf_ifs025"": 0.16}"
